Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
292972,0;2024-01-01;06:05:00;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;E/F A IGREJA QUADRANGULAR SENTIDO MACAXEIRA;VASCO DA GAMA;;;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
292973,0;2024-01-01;09:14:00;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA VASCO DA GAMA;1353;;APOS A DELIGACIA DO VASCO // MERCEARIA DO BIBIO;VASCO DA GAMA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
292974,0;2024-01-01;10:31:00;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA ALTO TREZE DE MAIO;290;;DEPOIS DA COMPESA;VASCO DA GAMA;;;COLISÃO;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
292980,0;2024-01-01;04:11:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;AV NORTE MIGUEL ARRAES DE ALENCAR;;ARRUDA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
292985,0;2024-01-01;06:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;1672;RUA PADRE CARAPUCEIRO;EM FRENTE A PURO AÇAI E PROXIMO AO VERDE FRUT;BOA VIAGEM;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293030,0;2024-01-02;03:10:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;;;BANCO DO BRASIL;AFOGADOS;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293034,0;2024-01-02;03:43:00;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;3850;;PROX AO MIX MATHEUS E EM FRENTE A SOCORRO  VENANCIO RECEPÇÕES;BARRO;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293036,0;2024-01-02;04:10:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DO ESPINHEIRO;73;;AO LADO DO HOSPITAL DO SERVIDOR;ESPINHEIRO;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293046,0;2024-01-02;05:51:00;COM VÍTIMA;CANCELADA;AFOGADOS;RUA VINTE E UM DE ABRIL;1056;;CAFÉ PETINHO;AFOGADOS;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293054,0;2024-01-02;11:09:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV MAURICIO DE NASSAU;105;;AO LADO DO HOSPITAL ALTINO VENTURA;IPUTINGA;;;COLISÃO;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293087,0;2024-01-03;11:38:00;COM VÍTIMA;FINALIZADA;DERBY;RUA JENER DE SOUZA;775;;PROX. A PRAÇA DO DERBY;DERBY;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293092,0;2024-01-03;01:16:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV DES GUERRA BARRETO;;;PROX AO FORUM RODOLFO AURELIANO  DE JOANA BEZERRA / PROX A BEIRA RIO;JOANA BEZERRA;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293093,0;2024-01-03;01:28:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;VDO PAPA JOAO PAULO II;;;SOBRE O VIADUTO;JOANA BEZERRA;;;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293099,0;2024-01-03;02:11:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;RUA CORACAO DE MARIA;;;EM FRENTE AO  16ª BATALHÃO  DA POLÍCIA MILITAR;SAO JOSE;;SUBURBIO;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
293105,0;2024-01-03;02:52:00;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;;RUA BENFICA;NO SEMÁFORO 051;MADALENA;51,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293110,0;2024-01-03;03:59:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;;PROX A LOJA DA TROPA / E ESTADIO DO SANTA CRUZ / EM FRENTE A LOJA BRASTEC;ARRUDA;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293118,0;2024-01-03;05:16:00;COM VÍTIMA;FINALIZADA;IBURA;RUA EXP FRANCISCO VITORIANO;;;PROX AO TREVO SUPERMERCADO /  CRECHE TIO ZE;IBURA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293129,0;2024-01-03;07:15:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DO MACHADO;123;RUA DO TRIUNFO;EM FRENTE AO MERCADINHO DOIS IRMÃOS;ARRUDA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293135,0;2024-01-04;02:42:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA BARAO DE SOUZA LEAO;E/F AO HOSPITAL ALFA;BOA VIAGEM;;;COLISÃO TRANSVERSAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293142,0;2024-01-04;07:37:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV GOVERNADOR AGAMENON MAGALHAES;;;AO LADO DA UPINHA TASSO BEZERRA ( UPINHA DO CHIE);CAMPO GRANDE;;CIDADE;ATROPELAMENTO DE ANIMAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;;;;;;;;;;;;;
293144,0;2024-01-04;07:56:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV CAXANGA;;;EM FRENTE A FACULDADE IMACULADA CONCEIÇÃO, SENT. CIDADE;IPUTINGA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293146,0;2024-01-04;08:06:00;SEM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA CONEGO BARATA;;AV PROFESSOR JOSE DOS ANJOS;PROX AO DENOX  / PROX AO SEMÁFORO 306;TAMARINEIRA;;;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293148,0;2024-01-04;08:13:00;COM VÍTIMA;DUPLICIDADE;IPUTINGA;AV CAXANGA;;;EM FRENTE AO HOSPITAL BARAO DE LUCENA, SENT. CIDADE;IPUTINGA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293152,0;2024-01-04;08:53:00;COM VÍTIMA;FINALIZADA;VARZEA;RUA MARIO CAMPELO;250;;EM FRENTE A PASTELARIA LEVADA;VARZEA;;;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;;;;;;;;;;;;;
293158,0;2024-01-04;09:39:00;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;;;EM FRENTE AO SUPERCARDO MIX MATHEUS;AREIAS;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293161,0;2024-01-04;10:06:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;;RUA GASTAO VIDIGAL;EM FRENTE A UPA DA CAXANGA;CAXANGA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293162,0;2024-01-04;10:08:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV DES GUERRA BARRETO;;;EM FRENTE AO FÓRUM DE JOANA BEZERRA;JOANA BEZERRA;;;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293165,0;2024-01-04;10:48:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;RUA IMPERIAL;1288;;;SAO JOSE;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293176,0;2024-01-04;01:01:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;;;NO SEMÁFORO 430;AFOGADOS;430,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293182,0;2024-01-04;03:17:00;COM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;;SAIDA DO TUNEL;PINA;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293187,0;2024-01-04;04:32:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;1563;;E/F SANTA CASA DE MISERICORDIA;SANTO AMARO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293203,0;2024-01-04;10:21:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA BALTAZAR PASSOS;;RUA VISCONDE DE JEQUITINHONHA;CRUZAMENTO DO CANAL;BOA VIAGEM;;;COLISÃO;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293208,0;2024-01-05;06:56:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;5875;;EM FRENTE A MOVIDA ALUGUEL DE CARROS;IMBIRIBEIRA;;;TOMBAMENTO;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293214,0;2024-01-05;07:12:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;;;NA ENTRADA DO VASCO / PROX A MARTENIDADE BARROS LIMA;CASA AMARELA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293217,0;2024-01-05;08:08:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV BEBERIBE;;;PROX A CASA CONSTRUTOR / FAMA MULTIMARCAS;ARRUDA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293230,0;2024-01-05;10:20:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A GD SUL CONSTRUÇÕES;IMBIRIBEIRA;;;COLISÃO LATERAL;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293258,0;2024-01-05;03:15:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;AV ADVOGADO JOSE PAULO CAVALCANTI;;;FORUM DO RECIFE;JOANA BEZERRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293267,0;2024-01-05;04:43:00;COM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;;RUA JOSE OSORIO;EM FRENTE AO COMPAZ;MADALENA;489,0;SUBURBIO;COLISÃO COM CICLISTA;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;;;;;;;;;;;;;
293270,0;2024-01-05;05:10:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;EM FRENTE AO HOSPITAL NAVAL E AO DRE;SANTO AMARO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293273,0;2024-01-05;05:19:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;BAR DO CABOCLINHO;AFOGADOS;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293274,0;2024-01-05;05:20:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;LADO OPOSTO AO TACARUNA EM FRENTE A FABRICA TACARUNA/ SENTIDO BOA VIAGEM;SANTO AMARO;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293280,0;2024-01-05;06:33:00;COM VÍTIMA;CANCELADA;VARZEA;RUA ABATIA;;;EM FRENTE A FARMACIA ABATIA E AO ARMAZEM IMPERIO FENIX;VARZEA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293291,0;2024-01-05;07:27:00;SEM VÍTIMA;FINALIZADA;FUNDAO;AV BEBERIBE;2380;;PRÓXIMO AO POSTO COMBUSTÍVEL BR;FUNDAO;;SUBURBIO;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293292,0;2024-01-05;07:41:00;COM VÍTIMA;FINALIZADA;IPSEP;RUA SAO NICOLAU;;RUA PROFESSOR JOSE VICENTE;E/F A FARMACIA BOM CONSELHO;IPSEP;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293293,0;2024-01-05;08:06:00;COM VÍTIMA;CANCELADA;BOA VISTA;RUA GERVASIO PIRES;234;;SHOPPING BOA VISTA;BOA VISTA;;SUBURBIO;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293299,0;2024-01-05;09:11:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;RUA DR JOAO LACERDA;;;ARMAZÉM LEONCIO;CORDEIRO;;SUBURBIO;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293306,0;2024-01-06;01:39:00;COM VÍTIMA;FINALIZADA;GRACAS;AV DR MALAQUIAS;;AV CONS ROSA E SILVA;NA FRENTE KONI MOVEL TEMAKERIA;GRACAS;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293307,0;2024-01-06;02:26:00;COM VÍTIMA;FINALIZADA;GRACAS;RUA AMELIA;;RUA DO FUTURO;;GRACAS;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293310,0;2024-01-06;06:09:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2379;;PROX. A EXPOSIÇÃO DE ANIMAIS;CORDEIRO;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293316,0;2024-01-06;07:02:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;92;;PROXIMO AO POSTO PETROBRAS/ PROXIMO A YAMAHA;CASA AMARELA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293319,0;2024-01-06;07:34:00;COM VÍTIMA;DUPLICIDADE;CASA AMARELA;RUA PADRE LEMOS;;;REALIZAR UMAVARREDURA ENTRE A AV NORTE ATÉ A ESTRADA DO ENCANAMENTO;CASA AMARELA;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293320,0;2024-01-06;07:39:00;COM VÍTIMA;FINALIZADA;PRADO;RUA GOMES TABORDA;63;;;PRADO;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293324,0;2024-01-06;08:43:00;COM VÍTIMA;FINALIZADA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;;MERCEARIA DE LUCIANA;ARRUDA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293325,0;2024-01-06;08:46:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;;;EM FRENTE AO POSTO DE GASOLINA EXTRA, CRUZAMENTO DO VERDE FRUT;MADALENA;;;COLISÃO LATERAL;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293332,0;2024-01-06;10:45:00;COM VÍTIMA;FINALIZADA;TORRE;RUA JOSE BONIFACIO;1315;;ESTACIONAMENTO SUPERMERCADO CARREFOUR;TORRE;;;COLISÃO COM CICLISTA;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293333,0;2024-01-06;10:50:00;SEM VÍTIMA;FINALIZADA;BOA VISTA;RUA JOAO FERNANDES VIEIRA;;;EM FRENTE AO LACEN - PE;BOA VISTA;;CIDADE;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
293338,0;2024-01-06;12:38:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA VINTE E UM DE ABRIL;3067;;AO LADO DO CAFE PETINHO;AFOGADOS;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293344,0;2024-01-06;03:31:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;;;EM FRENTE DA FARMACIA PAGUE MENOS;ENCRUZILHADA;;;COLISÃO;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293352,0;2024-01-06;07:31:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;RUA VIDAL DE NEGREIROS;;RUA PADRE MUNIZ;IGREJA MATRIZ;SAO JOSE;207,0;CIDADE;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
293357,0;2024-01-06;08:59:00;SEM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;;;SOB O SEMÁFORO Nº 268;CAXANGA;268,0;SUBURBIO;COLISÃO;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293358,0;2024-01-06;09:42:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA CORONEL BENEDITO CHAVES;EM FRENTE A MACDONALDS;BOA VIAGEM;;;COLISÃO;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293360,0;2024-01-06;10:52:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA MARQUES DE MARICA;233;;EM FRENTE AO Nº 233;TORRE;;SUBURBIO;COLISÃO;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
293365,0;2024-01-07;01:32:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;350;;DEPOIS DO ENTRE AMIGOS / ESQUINA DA IGREJA;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293376,0;2024-01-07;08:11:00;SEM VÍTIMA;FINALIZADA;SAO JOSE;RUA ENGENHEIRO UBALDO GOMES DE MATOS;119;;EM FRENTE A LOTÉRICA PHOENIX;SAO JOSE;;CIDADE;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
293384,0;2024-01-07;11:59:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA DIANOPOLIS;;;PROX A PRAÇA DA TORRE / DESCENDO SENTIDO EXPOSIÇÃO DE ANIMAIS / PROX A AQUARIUM PEIXES ORNAMENTAIS;CORDEIRO;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293396,0;2024-01-07;04:49:00;COM VÍTIMA;FINALIZADA;POCO DA PANELA;RUA DO CHACON;269;;ESCOLA REINO CAROCHINHA;POCO DA PANELA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293415,0;2024-01-07;10:13:00;COM VÍTIMA;CANCELADA;CASA FORTE;AV DEZESSETE DE AGOSTO;;;EM FRENTE  A PIZZARIA BITIZ;CASA FORTE;;;COLISÃO;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293429,0;2024-01-08;07:08:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV NORTE MIGUEL ARRAES DE ALENCAR;;RUA CONEGO BARATA;PROX. A FERREIRA COSTA;TAMARINEIRA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293430,0;2024-01-08;07:21:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;;;PROX. AO COLEGIO NOBREGA E QUITANDARIA;CAMPO GRANDE;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293436,0;2024-01-08;07:58:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;RUA GOMES COUTINHO;;;PROX AO MERCADO EXTRA EM FRENTE A CAPELA;TAMARINEIRA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293443,0;2024-01-08;08:53:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;;;PROX A PRAÇA GITARATIRA DE SAN MARTIN E DO TERMINAL;SAN MARTIN;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293444,0;2024-01-08;09:03:00;COM VÍTIMA;FINALIZADA;ESTANCIA;AV RECIFE;272;;EM FRENTE A SIROL ROYAL /  PROX A RENATO SOM;ESTANCIA;;;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293445,0;2024-01-08;09:16:00;COM VÍTIMA;DUPLICIDADE;SAN MARTIN;AV GENERAL SAN MARTIN;2320;;EM FRENTE A M DA LUZ COMERCIAL;SAN MARTIN;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293446,0;2024-01-08;09:27:00;COM VÍTIMA;FINALIZADA;VARZEA;AV AFONSO OLINDENSE;;RUA RODRIGUES FERREIRA;;VARZEA;;;COLISÃO;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293451,0;2024-01-08;10:26:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;RUA NICOLAU PEREIRA;OCORRENCIA C VITIMA;AFOGADOS;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293454,0;2024-01-08;10:38:00;COM VÍTIMA;FINALIZADA;DERBY;RUA BENFICA;;;EM FRENTE AO CLUBE INTERNACIONAL;DERBY;;;QUEDA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293456,0;2024-01-08;11:06:00;COM VÍTIMA;DUPLICIDADE;AFOGADOS;AV SUL;;;EM FRENTE AO LARGO DA PAZ;AFOGADOS;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293457,0;2024-01-08;11:27:00;COM VÍTIMA;FINALIZADA;CAXANGA;AV CAXANGA;;;PROXIMO A UPA DA CAXANGA DO LADO DO SEMAFORO 232;CAXANGA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;;;;;;;;;;;;;
293462,0;2024-01-08;12:08:00;COM VÍTIMA;DUPLICIDADE;CAXANGA;AV CAXANGA;;;PROX AO T.I CAXANGA;CAXANGA;;;COLISÃO;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
293466,0;2024-01-08;01:14:00;COM VÍTIMA;CANCELADA;IPUTINGA;RUA MANOEL JOAQUIM DE ALMEIDA;380;;RESTAURANTE GOTA SERENA;IPUTINGA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
293478,0;2024-01-08;03:00:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV NORTE MIGUEL ARRAES DE ALENCAR;EM FRENTE A CASA DA INDUSTRIA;SANTO AMARO;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
